year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
1921,0.8958234375000002,0.42566093750000017,229911.9140625,0.23678359375000005,0.3223301102343749,0.2158140625,-17.0954375,0.07725781250000001,100.39775781249999,0.42549453125,0.3515625,7,1
1922,0.9392361111111113,0.4799999999999998,167904.54166666666,0.23702624999999988,0.44046994097222236,0.2386472222222223,-19.17995833333333,0.11541944444444446,101.37613888888889,0.5340555555555556,0.1388888888888889,10,1
1923,0.9763289408284026,0.5684615384615381,178356.30177514793,0.24693609467455613,0.40193248236686385,0.2366556213017751,-14.373881656804738,0.09861893491124261,112.45659763313613,0.6247875739644974,5.727810650887574,0,1
1924,0.9355745443037989,0.5486540084388186,188461.64978902953,0.3470329113924048,0.583954694599156,0.23787468354430366,-14.202303797468359,0.09020970464135022,120.65335864978893,0.6685738396624478,0.6033755274261603,10,1
1925,0.965422053231941,0.5718897338403041,184130.69961977185,0.2643726235741445,0.4088934084410646,0.2430935361216729,-14.516707224334592,0.11545741444866928,115.67171482889732,0.6164304182509504,2.7072243346007605,5,1
1926,0.7409195938215135,0.5582951945080102,170391.50114416477,0.23919493135011427,0.4685052737414187,0.2340525171624714,-16.410621281464525,0.30667242562929076,108.49657322654453,0.4959614530892447,1.6132723112128147,5,1
1927,0.9346063229194659,0.6499597315436235,185163.19966442953,0.25615872483221475,0.40227578375838924,0.16777852348993275,-14.72681208053691,0.11619748322147658,114.61146476510048,0.6606590604026847,0.8322147651006712,7,1
1928,0.9461880059171608,0.5296956889264572,217498.31191885038,0.20714274725274723,0.516979011048182,0.17798833474218104,-17.31619273034659,0.1353132713440404,106.19524598478456,0.49295359256128524,1.536770921386306,1,1
1929,0.5911105086580103,0.6470050865800864,169983.42532467534,0.24051341991341954,0.21946126035714306,0.23598831168831147,-16.607088744588722,0.4852783549783549,111.35398809523808,0.6382076839826846,0.32792207792207795,7,1
1930,0.943474167309809,0.510382249173098,195908.55953693495,0.3273001929437708,0.3633766403087103,0.21732039691289967,-12.685934399117947,0.07970237045203955,110.21435556780605,0.6184581587651603,0.8715545755237045,2,1
1931,0.8758935229067947,0.5560935229067929,179379.57345971564,0.2584339699842023,0.3320111003791476,0.23911785150078996,-15.90358135860979,0.23318151658767783,108.01028120063194,0.5713129541864139,0.21169036334913113,0,1
1932,0.9400876826722345,0.5600509394572023,193462.6847599165,0.3054784968684763,0.2264179156784971,0.23631983298538622,-13.288906054279737,0.14177640918580364,116.22583298538615,0.5936018789144049,1.5427974947807934,7,1
1933,0.9050108604501613,0.6037663987138263,192454.038585209,0.28736061093247595,0.13055586204180056,0.21015546623794204,-12.768765273311896,0.09617057877813505,115.05368167202579,0.6351533762057877,7.069131832797428,5,1
1934,0.892853750180506,0.5298339350180503,187911.9963898917,0.2599906137184115,0.2738650765703975,0.21632815884476528,-14.86393862815885,0.10440938628158841,115.9882870036101,0.5642550541516249,1.0469314079422383,0,1
1935,0.781330268886046,0.5533638924455829,222171.39500640205,0.244698444302177,0.2264789074391807,0.2281231754161333,-15.494480153649159,0.35480512163892475,110.66441549295773,0.5419636363636369,1.3629961587708066,7,1
1936,0.7959034990512338,0.5329999051233386,248519.7163187856,0.30619788444022783,0.30175658639468683,0.22557020872865277,-13.795905123339635,0.21486518026565482,109.98164136622391,0.551709013282732,5.010436432637571,10,1
1937,0.8996308724832219,0.5568880872483218,205470.5755033557,0.28699619127516734,0.33573397872483235,0.21799093959731541,-13.421020134228177,0.0864667785234899,114.59116946308725,0.5945649328859053,3.5503355704697985,7,1
1938,0.9161265270833346,0.48698177083333366,244455.01909722222,0.28362708333333353,0.36412720875000004,0.23453784722222215,-14.30434895833333,0.09839027777777791,112.1711232638889,0.5216277951388886,2.03125,0,1
1939,0.8828339079079083,0.5130918918918916,215190.85085085084,0.2956483483483486,0.2661899461261265,0.23470110110110123,-13.818992992993001,0.1273245245245244,113.99698998999004,0.5624765765765763,4.22022022022022,0,1
1940,0.8471105499999964,0.5216393500000006,182824.4695,0.30980334499999995,0.31548553683000036,0.26434720000000017,-13.728306000000032,0.24409249999999996,108.30763349999982,0.6159074700000003,0.827,7,1
1941,0.8995705486542469,0.4804421325051769,202571.47619047618,0.26147191511387163,0.44821766074534125,0.20093964803312608,-15.909319875776388,0.09385559006211208,107.39508695652174,0.48007132505175926,1.2401656314699794,7,1
1942,0.8510355433596101,0.4658139478471797,221935.65676167374,0.25730349909035816,0.3902667347604607,0.21330151607034556,-15.030010915706503,0.082634930260764,106.19702971497883,0.47381061249241896,0.9539114614918133,7,1
1943,0.9157940063091509,0.4674970031545737,216915.67507886435,0.27516077287066254,0.3957950389747636,0.23569274447949531,-13.597561514195592,0.11305520504731863,106.34442271293385,0.5170239747634068,1.1845425867507886,5,1
1944,0.893705468530561,0.507083485045514,247493.17945383614,0.2609407932379715,0.43948337853055874,0.23599427828348488,-14.489404421326391,0.17181950585175546,107.23293107932386,0.5481591677503249,2.6788036410923275,10,1
1945,0.7013868079999983,0.5200316499999997,194490.685,0.22702810050000016,0.27044832101999916,0.20299625000000016,-17.014042499999984,0.31295844999999967,108.12067600000005,0.49426055000000085,1.7565,0,1
1946,0.9242169261477028,0.4035145043246837,262658.9128409847,0.2042521357285431,0.4953751797072529,0.20783932135728558,-17.71348436460411,0.08802501663339986,102.59053093812356,0.3736228210246177,1.6453759148369926,7,1
1947,0.9153985351488245,0.4723986067131081,232983.2514249525,0.25891093096896806,0.34469710206459775,0.22069284357188085,-14.5937865737809,0.10091038632045603,109.2723609879673,0.5061452818239383,1.161494616846105,0,1
1948,0.9342651498929315,0.4399153640256958,207500.8137044968,0.2475423420770877,0.3920723084261244,0.22153185224839414,-15.512073875803011,0.08662526766595297,107.37521680942193,0.4436246252676668,1.582441113490364,0,1
1949,0.9078946949999986,0.44162305000000013,225385.41,0.24462716499999973,0.29347896172500026,0.21026599999999993,-15.610529500000016,0.10330839999999995,108.87660149999998,0.4285937500000014,3.307,0,1
1950,0.8667234605999976,0.49143290000000023,222606.0595,0.3249791449999989,0.26204458361000027,0.21279109999999982,-13.50698200000001,0.11818320000000002,111.76848850000005,0.5518342500000011,2.7035,7,1
1951,0.9049332956499999,0.4597661000000001,214660.0035,0.2502602600000002,0.30645570117999965,0.2159925999999998,-15.948835500000015,0.10783399999999999,109.1837115000002,0.43176164999999983,2.799,0,1
1952,0.8618859179999981,0.46265855,223649.8685,0.25158090999999994,0.27755925663500003,0.22761489999999976,-16.05536749999999,0.16419669999999972,107.59112750000008,0.4368853620499996,2.9865,5,1
1953,0.8911394584615367,0.43623435897435914,217921.82205128204,0.2653103794871793,0.290270225071795,0.2256792307692313,-15.551767692307683,0.09605420512820521,109.01417846153858,0.4233542564102561,3.1774358974358976,0,1
1954,0.8679190722999991,0.4666299499999997,222630.231,0.2593611099999999,0.2783722442350001,0.21994595000000014,-15.594469999999983,0.11599510000000018,108.53223700000004,0.4464522000000006,7.0835,5,1
1955,0.8450710369549993,0.49018334999999946,220256.196,0.28702139499999857,0.2257914493199998,0.2258643500000005,-14.38647399999999,0.10661964999999975,110.39185700000026,0.47206954999999984,8.8735,0,1
1956,0.8200998399999984,0.4848829499999989,215516.486,0.30629867499999985,0.2347910877750002,0.18601970000000045,-14.130366499999992,0.06405415000000016,111.81448450000008,0.5061334999999993,15.104,0,1
1957,0.7900814499999987,0.5074333500000001,241185.707,0.2967475500000004,0.19233530990500045,0.1827410499999999,-14.16318700000001,0.06572104999999975,112.30812399999992,0.5142578500000003,18.6135,5,1
1958,0.7778312150000019,0.48158490000000015,212955.166,0.31142263499999884,0.1862844467699999,0.20381490000000022,-14.278112499999994,0.057850200000000004,112.86902400000012,0.4953149000000003,18.1555,0,1
1959,0.7770880199999998,0.48886504999999897,216623.042,0.3167976899999999,0.1788351270050002,0.1963936000000001,-14.324556000000038,0.07184790000000003,112.50610500000015,0.48751300000000025,19.805,0,1
1960,0.7570649730000002,0.48734330000000026,211600.6325,0.34719966999999957,0.17841128995999989,0.20411595000000007,-13.777595500000004,0.06681045,112.9653540000003,0.52787905,18.4845,5,1
1961,0.7517357249999985,0.489204099999999,230635.9715,0.34330577399999973,0.2601774557149997,0.21087845000000024,-14.158902999999967,0.0622034,112.30638950000008,0.518212050000001,18.2335,0,1
1962,0.7130967664999996,0.4992031000000006,210347.9275,0.37965700000000047,0.17352792326499983,0.20688960000000034,-13.055856499999994,0.058174350000000104,114.92404900000032,0.5602968500000011,20.336,0,1
1963,0.7125981549999989,0.4863313999999996,200297.1395,0.37338823499999946,0.1906136670500002,0.20351604999999984,-13.602047999999987,0.05463310000000008,114.54659800000002,0.5498992499999997,24.365,0,1
1964,0.6863645620000012,0.5065862500000009,197745.7025,0.3974624650000006,0.1557207494650001,0.2202171000000001,-13.0205355,0.06515294999999996,115.03863549999996,0.5675484999999981,25.1475,0,1
1965,0.6078257560000012,0.5048521,192590.198,0.4458306530000005,0.10963944912999986,0.21337455000000033,-12.102947499999972,0.058229599999999986,117.61151850000016,0.5791451,26.6705,0,1
1966,0.5338556564699994,0.5035685999999997,195723.263,0.47264940499999947,0.10762169641499998,0.21633859999999927,-11.75105850000001,0.055645049999999946,116.31660099999979,0.5850023500000001,28.06,9,1
1967,0.51656456769,0.4984452499999995,201815.848,0.45221234499999957,0.10304428181500021,0.19169365000000005,-11.641657500000017,0.05105005000000005,117.58251699999995,0.5579671499999997,31.207,0,1
1968,0.4888282133499998,0.50047985,217330.8715,0.4566692449999997,0.11179651177000009,0.21791060000000007,-12.178926000000013,0.06009780000000003,116.488288,0.5667658000000007,30.9155,0,1
1969,0.44372195205000037,0.4904983500000001,243239.2485,0.4895808300000004,0.15599696905000016,0.20862829999999993,-12.08314800000001,0.05618679999999989,116.95652350000012,0.5564604849999992,32.872,2,1
1970,0.4529948439500005,0.5093389999999997,242455.391,0.4970046499999995,0.12521185160000003,0.2163628000000001,-11.868910500000013,0.053002999999999946,117.22864700000027,0.5748512500000005,34.439,2,1
1971,0.45290769965000005,0.5045193500000007,261744.5995,0.5004508550000006,0.1246193100649999,0.21742735000000016,-12.063185499999994,0.061719999999999844,118.2344644999999,0.5744036499999994,34.664,2,1
1972,0.45733281820000043,0.5208465000000002,248024.293,0.5069523999999999,0.1129218105750001,0.20931380000000033,-11.772298500000005,0.05487389999999991,119.24934550000008,0.5972639999999982,34.7465,2,1
1973,0.41253652499999977,0.5135514000000008,256522.1945,0.5348392399999992,0.10450655859000006,0.20650534999999984,-11.320183500000002,0.05758130000000001,120.41936300000005,0.5874993000000011,36.6775,0,1
1974,0.43778375340000036,0.5205289500000002,255832.2625,0.5219019150000002,0.11100829628000002,0.22111404999999976,-11.746780999999997,0.05933695000000011,119.82776199999977,0.5879766,32.1815,7,1
1975,0.41570351669500016,0.5237179999999999,255555.734,0.5347884449999998,0.10596649847,0.22028765000000017,-11.407781000000004,0.06173539999999997,119.09533099999985,0.5784686999999992,34.662,9,1
1976,0.3622528487600006,0.5328035499999997,266387.733,0.555976895,0.11946055613499991,0.2525387000000007,-11.066453000000017,0.06503819999999993,121.14746150000006,0.5845938500000004,35.874,2,1
1977,0.33209420715,0.5372936999999991,258175.421,0.5645162089999992,0.12585467652999993,0.2240225999999997,-11.034755999999986,0.06062369999999992,122.0271205,0.58805865,35.743,9,1
1978,0.31619863111,0.5447832499999998,252205.3435,0.5701419650000018,0.09876766195499999,0.22390430000000014,-10.76403999999998,0.06396509999999996,121.09225299999962,0.59465825,35.7055,9,1
1979,0.282255005325,0.5618162999999992,251801.05,0.5988653649999989,0.10864248380999994,0.21810850000000065,-10.837347500000009,0.06876919999999972,122.94541950000004,0.6112477000000007,35.798,9,1
1980,0.2828986152900002,0.5578384999999999,251271.876,0.6008961100000004,0.122710304785,0.20805325000000024,-10.604592999999996,0.06019579999999996,122.66403849999998,0.6033149000000005,35.7065,0,1
1981,0.29243035647,0.5418702499999996,252524.9085,0.6013340175000009,0.15450694389000025,0.2254533000000004,-11.037506499999978,0.05825155000000006,123.40567649999998,0.5832918500000007,35.2655,9,1
1982,0.28324909801000114,0.5657303500000012,249905.7285,0.6000364395000009,0.09327936708500004,0.20136090000000015,-10.813340500000017,0.06617205,121.20201600000009,0.5924675499999995,35.725,2,1
1983,0.2770946562749997,0.5480333499999998,251411.6325,0.6148775250000001,0.14253612751499983,0.2018573000000002,-10.992582999999971,0.06871329999999999,121.27406950000015,0.5760615500000006,35.911,9,1
1984,0.27124658203500024,0.5397952,251420.918,0.6011305200000002,0.13741236655999972,0.19596895000000011,-11.378777499999995,0.061170299999999976,121.92373650000022,0.5668827050000003,37.168,9,1
1985,0.27896429773000064,0.5585003500000005,251831.435,0.6117240200000003,0.10834785122000024,0.1995335000000002,-11.178365999999995,0.057890699999999996,121.99482450000025,0.5705873499999999,36.5785,9,1
1986,0.27167288819500024,0.5447083000000003,253202.991,0.6218375999999999,0.11428910607000005,0.2099709499999998,-10.986249500000028,0.06586145000000009,120.92589499999968,0.5533413999999985,37.0025,7,1
1987,0.30107641818,0.5430112500000003,249306.277,0.5877124450000003,0.09880853365500003,0.1996317000000003,-11.524219500000006,0.05838229999999989,120.40654200000007,0.5424803000000002,39.187,7,1
1988,0.30231366503,0.5450637499999986,256161.0145,0.5934989099999988,0.10880325938499992,0.21206584999999983,-11.467480000000009,0.06772324999999998,120.48196600000007,0.5540206049999992,38.838,7,1
1989,0.30009578115500046,0.5520308499999996,255036.374,0.5917016950000017,0.10372133091999974,0.1987739999999998,-11.308941500000005,0.06488795000000018,120.61019749999997,0.5583659500000008,38.6295,7,1
1990,0.3040925320549999,0.5451853500000008,259626.2145,0.5876502000000007,0.10658542252500014,0.20025610000000008,-11.105795499999996,0.0678364,120.01951399999972,0.5339335999999992,39.785,7,1
1991,0.31596834349999997,0.5612282500000005,244292.828,0.5660222200000012,0.10899392890999994,0.1902511999999999,-10.835189,0.07370744999999992,119.77635500000015,0.5542272999999992,41.21,7,1
1992,0.30660295131500065,0.5638258499999995,245248.012,0.5897707950000001,0.09468978841000013,0.20046040000000043,-10.454913000000015,0.07553339999999999,122.56621199999991,0.5645346000000006,42.485,7,1
1993,0.2910173217199993,0.5744990999999989,252771.8,0.5719260550000003,0.11497925631499996,0.1988281499999999,-10.773155000000001,0.07817559999999993,119.93978550000003,0.5584514499999995,42.325,7,1
1994,0.2883338279049997,0.5593906999999998,252177.5665,0.5906283395000007,0.10749149407000011,0.19308890000000054,-10.080786999999985,0.07814084999999997,118.43638550000006,0.5369730500000006,44.3795,7,1
1995,0.28495527959999906,0.5649644499999991,249126.044,0.5892248149999999,0.10876510903499984,0.19991025000000023,-9.860934499999985,0.08232494999999994,119.20807000000006,0.5374668500000004,44.443,0,1
1996,0.28592286419999974,0.5917214499999983,248138.9245,0.5917876049999983,0.08489056097000001,0.20051785000000033,-9.279578499999992,0.0875630999999999,117.33193599999976,0.5642892499999995,44.4005,7,1
1997,0.3031428459699996,0.5779669500000011,246396.506,0.6018173451000003,0.10732971228500005,0.20388905000000038,-9.140692,0.09002819999999999,117.75947450000014,0.5462640500000003,45.1835,7,1
1998,0.2779776349250007,0.5928673999999997,248837.2385,0.6148433699999996,0.10051360637999994,0.19614045000000002,-8.822504499999992,0.09472490000000008,118.53551800000005,0.5454226999999994,45.231,7,1
1999,0.26335670799000055,0.5862456000000001,245668.599,0.6419781985000005,0.08761371486999985,0.20873355000000007,-8.16613899999999,0.09936194999999998,119.75896249999981,0.5578091000000004,46.8325,7,1
2000,0.28665430251500024,0.5890393999999984,242958.072,0.6222228399999986,0.09978976032499993,0.2009182500000003,-8.288861500000014,0.08985415000000019,118.93267200000004,0.5573495499999997,46.3125,7,1
2001,0.27039216722999954,0.5859331499999991,241011.54,0.638171686000001,0.09475379677499993,0.1872396999999998,-8.051443999999991,0.0912573999999998,117.90320149999991,0.5509530999999996,48.6245,7,1
2002,0.27540860544999973,0.5786278499999994,239810.2355,0.651352290000001,0.08110273732500001,0.19558895000000015,-7.517304,0.08380909999999998,119.5606995000001,0.5478405,48.202,7,1
2003,0.24737943204500012,0.5766327500000002,245057.708,0.6661775500000011,0.08068469056,0.1954671499999998,-7.3594095,0.09231584999999992,121.00653550000006,0.5349429499999997,48.4045,7,1
2004,0.2642102908400008,0.5722623999999994,239908.2885,0.6605525600000012,0.06928727091000005,0.2022549000000002,-7.358679500000005,0.09381965000000006,121.67667600000014,0.5308764500000013,48.974,7,1
2005,0.24681674257,0.5763006000000004,238882.838,0.6597665550000027,0.08108178036500009,0.18918573499999983,-7.298013499999998,0.09406584999999984,122.11565450000023,0.5331835500000003,50.3475,7,1
2006,0.26628397902999984,0.56844475,236364.3485,0.6578295349999984,0.07320888855,0.1873865500000001,-7.139477999999995,0.08384884999999985,121.81348599999994,0.5208878000000001,50.631,7,1
2007,0.24180436130000024,0.5648300500000004,242951.7495,0.6730113000000014,0.07156176582000001,0.19531585000000032,-6.993947500000014,0.08387600000000002,123.47012250000026,0.51510375,50.7085,7,1
2008,0.2411181200600004,0.5834104999999993,239900.875,0.6758608922999995,0.061075722510000034,0.19859070000000015,-6.803835000000011,0.07707565000000025,123.46984050000003,0.5312542999999998,50.522,0,1
2009,0.24526934591999996,0.56685735,238880.798,0.6807656650000005,0.06342900585000001,0.20644795,-6.839578499999995,0.08704805000000006,123.656818,0.5118218685,51.36,0,1
2010,0.22871228306500016,0.5778111500000005,243543.9095,0.6936963550999994,0.07797051530999981,0.20197699999999977,-6.694271000000002,0.08600675000000009,123.4369654999999,0.5258112799999993,52.7635,0,1
2011,0.23938175722999985,0.559822150000001,236586.656,0.6712690660000008,0.08569028278000007,0.2040738000000002,-7.176961500000013,0.08990239999999997,122.39930550000032,0.479514985000001,53.184,0,1
2012,0.23619658645500013,0.5716951000000007,242556.9375,0.6698113400000014,0.06928754146499996,0.1951285000000001,-6.999708500000001,0.08370134999999998,122.09983700000008,0.4746572699999994,54.34,7,1
2013,0.24196858968000015,0.5788737499999993,239570.8225,0.6564671888499991,0.07276873100999993,0.19953350000000009,-7.199979499999995,0.09762169999999994,120.78447349999995,0.46724439999999956,55.6915,1,1
2014,0.23761401954500003,0.5895741499999995,231953.446,0.6534970216000003,0.058542842684999985,0.19008369999999983,-6.95737600000002,0.08467125000000003,122.5846689999999,0.4645989550000012,56.9645,0,1
2015,0.24680092125323702,0.5910075608493004,224708.84412221645,0.6334988267736925,0.05826165971517348,0.18751315380631828,-7.134255308130492,0.09574339720352139,119.69610512687723,0.443944464008285,59.54790264111859,0,1
2016,0.28028970382427665,0.5999763839512433,219400.76383951245,0.5928771561706442,0.07464638353986798,0.18019796851193473,-7.949912646013213,0.10729822244794313,119.07034382935505,0.4307690299644494,61.37125444388014,0,1
2017,0.28991629086000004,0.6122864000000002,209343.613,0.5867385868999985,0.09820921282999998,0.19421845,-8.422697499999998,0.11175244999999977,116.84027750000031,0.414465275,64.8615,1,1
2018,0.27194090259999987,0.6649300000000001,200919.119,0.5905911699999998,0.035947920560000055,0.17178135000000017,-7.253665999999991,0.12814010000000003,122.0043249999998,0.4471409200000004,67.276,1,1
2019,0.28929754549999964,0.6442153500000002,197733.133,0.5787961132500007,0.07651758950499993,0.16716060000000013,-8.041738000000008,0.12479869999999998,118.86816300000002,0.46585562000000114,69.6555,1,1
2020,0.2473740374259672,0.6730774487471516,197114.66230068338,0.6119141913439642,0.039052253006833654,0.17704817767653763,-7.204023917995442,0.14350484054669696,121.22870387243746,0.4827551480637813,63.11104783599089,1,1
